0.455879 0.852453
0.44284 0.819157
0.906454 0.650219
0.201716 0.239651
0.739019 0.695335
0.07097 0.785688
0.365541 0.961375
0.751974 0.430814
0.70002 0.732975
0.132313 0.790095
0.887942 0.676066
0.218437 0.267901
0.910618 0.642792
0.193981 0.23857
0.732639 0.706505
0.090306 0.776329
0.997603 0.384128
0.024992 0.047187
0.982978 0.479435
0.10972 0.062219
0.88271 0.689314
0.244853 0.242341
0.339608 0.999955
0.989648 0.008726
0.977007 0.506897
0.165764 0.00382
0.83401 0.773523
0.458856 0.00044
0.334317 0.951686
0.755131 0.487712
0.356915 0.969249
0.783684 0.385437
0.71013 0.834984
0.370288 0.439184
0.766993 0.68488
0.065493 0.736347
0.830005 0.717305
0.200478 0.436981
0.736508 0.718061
0.115234 0.739727
0.897748 0.668811
0.230572 0.221668
0.83401 0.773523
0.458856 0.00044
0.990813 0.440172
0.0764 0.052307
0.887942 0.676066
0.218437 0.267901
0.607113 0.727719
0.125542 0.976294
0.470305 0.893295
0.512267 0.670018
0.975446 0.512585
0.171179 0.004251
0.739019 0.695335
0.07097 0.785688
0.664458 0.688578
0.041885 0.960956
0.460967 0.911179
0.556947 0.609319
0.934956 0.618956
0.253291 0.057779
0.567779 0.744238
0.17219 0.995458
0.897748 0.668811
0.230572 0.221668
0.70002 0.732975
0.132313 0.790095
0.763685 0.776404
0.263669 0.491201
0.734367 0.840907
0.418832 0.310951
0.975446 0.512585
0.171179 0.004251
0.910618 0.642792
0.193981 0.23857
0.766993 0.68488
0.065493 0.736347
0.339608 0.999955
0.989648 0.008726
0.975446 0.512585
0.171179 0.004251
0.829983 0.749257
0.292039 0.303584
0.157438 0.929965
0.948204 0.468619
0.977007 0.506897
0.165764 0.00382
0.330555 0.969469
0.809388 0.386784
0.739019 0.695335
0.07097 0.785688
0.80863 0.783235
0.360519 0.244023
0.572987 0.955434
0.764681 0.002448
0.900538 0.654615
0.193745 0.2687
0.755024 0.687522
0.06359 0.762326
0.887942 0.676066
0.218437 0.267901
0.649779 0.718511
0.099894 0.924544
0.732639 0.706505
0.090306 0.776329
0.954649 0.574903
0.228953 0.014238
0.975446 0.512585
0.171179 0.004251
0.800021 0.757729
0.260036 0.419545
0.887942 0.676066
0.218437 0.267901
0.334046 0.999993
0.99649 0.005655
0.339608 0.999955
0.989648 0.008726
0.351093 0.968174
0.78547 0.393451
0.635383 0.702348
0.070743 0.985148
0.615056 0.737113
0.141128 0.942099
0.739019 0.695335
0.07097 0.785688
0.737301 0.727539
0.134986 0.714456
0.398572 0.823857
0.448321 0.935006
0.519047 0.773453
0.254357 0.982889
0.739019 0.695335
0.07097 0.785688
0.977007 0.506897
0.165764 0.00382
0.907624 0.650847
0.208676 0.225699
0.241412 0.971743
0.928264 0.32555
0.766993 0.68488
0.065493 0.736347
0.265047 0.814932
0.610279 0.958781
0.739019 0.695335
0.07097 0.785688
0.896658 0.668453
0.224801 0.233691
0.990813 0.440172
0.0764 0.052307
0.167631 0.955472
0.998593 0.334241
0.736508 0.718061
0.115234 0.739727
0.736508 0.718061
0.115234 0.739727
0.977007 0.506897
0.165764 0.00382
0.888989 0.616902
0.07095 0.458914
0.133864 0.90179
0.933097 0.563489
0.977007 0.506897
0.165764 0.00382
0.997907 0.385767
0.044327 0.011598
0.977007 0.506897
0.165764 0.00382
0.782796 0.728916
0.169607 0.579715
0.755024 0.687522
0.06359 0.762326
0.93621 0.541115
0.02287 0.376849
0.356389 0.805895
0.471291 0.995347
0.374685 0.963934
0.751973 0.41268
0.739019 0.695335
0.07097 0.785688
0.910618 0.642792
0.193981 0.23857
0.388169 0.997443
0.928544 0.038017
0.683208 0.86109
0.424728 0.40516
0.977007 0.506897
0.165764 0.00382
0.977007 0.506897
0.165764 0.00382
0.977007 0.506897
0.165764 0.00382
0.739019 0.695335
0.07097 0.785688
0.333634 0.999987
0.995715 0.007992
0.374685 0.963934
0.751973 0.41268
0.896658 0.668453
0.224801 0.233691
0.222432 0.95169
0.895724 0.434503
0.739019 0.695335
0.07097 0.785688
0.88271 0.689314
0.244853 0.242341
0.616933 0.738167
0.142675 0.936594
0.930955 0.53939
0.005617 0.411519
0.554197 0.769594
0.225855 0.95159
0.973251 0.519773
0.167313 0.026338
0.897748 0.668811
0.230572 0.221668
0.887942 0.676066
0.218437 0.267901
0.322033 0.949412
0.762331 0.498689
0.83401 0.773523
0.458856 0.00044
0.739019 0.695335
0.07097 0.785688
0.994361 0.409697
0.034336 0.077768
0.900538 0.654615
0.193745 0.2687
0.977007 0.506897
0.165764 0.00382
0.739019 0.695335
0.07097 0.785688
0.768911 0.792395
0.312989 0.407436
0.990813 0.440172
0.0764 0.052307
0.739019 0.695335
0.07097 0.785688
0.88271 0.689314
0.244853 0.242341
0.755024 0.687522
0.06359 0.762326
0.945856 0.594805
0.228301 0.057097
0.732639 0.706505
0.090306 0.776329
0.333634 0.999987
0.995715 0.007992
0.897748 0.668811
0.230572 0.221668
0.334317 0.951686
0.755131 0.487712
0.977007 0.506897
0.165764 0.00382
0.910618 0.642792
0.193981 0.23857
0.897748 0.668811
0.230572 0.221668
0.864724 0.668126
0.140206 0.435416
0.92322 0.643473
0.291845 0.032616
0.399372 0.996272
0.913491 0.046602
0.739019 0.695335
0.07097 0.785688
0.997603 0.384128
0.024992 0.047187
0.887942 0.676066
0.218437 0.267901
0.739019 0.695335
0.07097 0.785688
0.975446 0.512585
0.171179 0.004251
0.968883 0.534235
0.182842 0.024138
0.897801 0.614136
0.083086 0.421579
0.329164 0.972014
0.819085 0.370141
0.736508 0.718061
0.115234 0.739727
0.977007 0.506897
0.165764 0.00382
0.739019 0.695335
0.07097 0.785688
0.32846 0.999236
0.974539 0.060242
0.334094 0.964012
0.789101 0.420262
0.540606 0.96696
0.798596 0.00044
0.329164 0.972014
0.819085 0.370141
0.678593 0.903351
0.636225 0.034144
0.977007 0.506897
0.165764 0.00382
0.906454 0.650219
0.201716 0.239651
0.12682 0.893384
0.931075 0.587647
0.368182 0.998836
0.94919 0.035009
0.887708 0.703621
0.374606 0.000622
0.736508 0.718061
0.115234 0.739727
0.357935 0.964946
0.769287 0.411858
0.982978 0.479435
0.10972 0.062219
0.800406 0.79417
0.382473 0.226498
0.334094 0.964012
0.789101 0.420262
0.554197 0.769594
0.225855 0.95159
0.368871 0.998536
0.94098 0.050084
0.997907 0.385767
0.044327 0.011598
0.732639 0.706505
0.090306 0.776329
0.524259 0.771351
0.247039 0.98255
0.524259 0.771351
0.247039 0.98255
0.739019 0.695335
0.07097 0.785688
0.330555 0.969469
0.809388 0.386784
0.975446 0.512585
0.171179 0.004251
0.384588 0.966853
0.753459 0.390295
0.946154 0.595101
0.238534 0.036928
0.910618 0.642792
0.193981 0.23857
0.897748 0.668811
0.230572 0.221668
0.316757 0.950116
0.769828 0.494555
0.478537 0.983994
0.859344 0.001731
0.372907 0.968513
0.767858 0.385061
0.975446 0.512585
0.171179 0.004251
0.965738 0.503374
0.047256 0.239925
0.950702 0.525483
0.035421 0.313341
0.800021 0.757729
0.260036 0.419545
0.334317 0.951686
0.755131 0.487712
0.739019 0.695335
0.07097 0.785688
0.607113 0.727719
0.125542 0.976294
0.977007 0.506897
0.165764 0.00382
0.736508 0.718061
